item_id,target_word,target_level,target_POS,tested_sense_desc,condition,foil_type,foil_subtype,review_priority,ljt_eligibility,candidate_id,sentence_text,syntactic_frame,rationale,known_risks,approach_label,llm_draft_version
uvlt_2k_t01_i03,weed,2K,noun,unwanted plant,inappropriate,a_selectional,a_selectional,routine,eligible,1,The gardener pulled some happy weeds.,SVO,weed (plant -sentient) + 'happy' (+sentient),,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t01_i03,weed,2K,noun,unwanted plant,inappropriate,a_selectional,a_selectional,routine,eligible,2,Farmers removed the laughing dry weeds.,SVO,weed (-sentient plant) + 'laughing' requires +sentient/+animate,,animate-violation,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t01_i03,weed,2K,noun,unwanted plant,inappropriate,a_selectional,a_selectional,routine,eligible,3,Sleepy weeds covered the small field.,SVO,weed (plant) is -sentient; 'sleepy' requires +animate modified noun,,animate-violation-2,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t02_i01,vegetable,2K,noun,food grown in gardens,appropriate,NA,,routine,eligible,1,We grew fresh vegetables every year.,SVO,food-from-garden sense forced by 'grew' + 'fresh',could slide to a_selectional (vegetables -animate). Labeled b per input; reviewer flag.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t02_i01,vegetable,2K,noun,food grown in gardens,appropriate,NA,,routine,eligible,2,She bought some fresh green vegetables.,SVO,food-from-garden sense forced by 'bought' + 'fresh green',,buy-frame,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t02_i01,vegetable,2K,noun,food grown in gardens,appropriate,NA,,routine,eligible,3,Children must eat their daily vegetables.,SVO,food-from-garden sense forced by 'children must eat their daily',,eat-frame,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t02_i01,vegetable,2K,noun,food grown in gardens,inappropriate,b_collocation,b_collocation,routine,eligible,1,We grew angry vegetables every year.,SVO,vegetable + 'angry' modifier non-collocate (fresh/frozen/green/cooked vegetables standard),could slide to a_selectional (vegetables -animate). Labeled b per input; reviewer flag.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t02_i01,vegetable,2K,noun,food grown in gardens,inappropriate,b_collocation,b_collocation,routine,eligible,2,She bought some fresh musical vegetables.,SVO,'musical vegetables' non-collocate (fresh/green/cooked/frozen/organic standard),,modifier-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t02_i01,vegetable,2K,noun,food grown in gardens,inappropriate,b_collocation,b_collocation,routine,eligible,3,Children must eat their sleepy vegetables.,SVO,'sleepy vegetables' non-collocate; vegetable modifiers: fresh/raw/green/steamed/roasted standard,,modifier-collocate-2,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t02_i02,knowledge,2K,noun,information which a person has,appropriate,NA,,routine,eligible,1,His knowledge of history is deep.,N-subj_copula_AdjP,information sense forced by 'of history' + 'deep',,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t02_i02,knowledge,2K,noun,information which a person has,appropriate,NA,,routine,eligible,2,Her knowledge of math is broad.,N-subj_copula_AdjP,information sense forced by 'of math' + 'broad',,math-domain,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t02_i02,knowledge,2K,noun,information which a person has,appropriate,NA,,routine,eligible,3,He shared useful knowledge with us.,SVO-PP,information sense forced by 'shared' + 'useful' + 'with us',,share-frame,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t02_i02,knowledge,2K,noun,information which a person has,inappropriate,b_collocation,b_collocation,routine,eligible,1,His knowledge of history is pink.,N-subj_copula_AdjP,knowledge + 'pink' non-collocate (deep/broad/basic/limited/general knowledge standard),,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t02_i02,knowledge,2K,noun,information which a person has,inappropriate,b_collocation,b_collocation,routine,eligible,2,Her knowledge of math is crunchy.,N-subj_copula_AdjP,'crunchy knowledge' non-collocate; knowledge modifiers: deep/broad/basic/limited/general standard,,modifier-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t02_i02,knowledge,2K,noun,information which a person has,inappropriate,b_collocation,b_collocation,routine,eligible,3,He shared crunchy knowledge with us.,SVO-PP,'crunchy knowledge' non-collocate; share + deep/broad/useful knowledge standard,,modifier-collocate-2,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t02_i03,average,2K,noun,middle number,appropriate,NA,,routine,eligible,1,The average was above nine points.,N-subj_copula_PP,middle-number sense forced by 'above nine' + 'points',"note: the swapped word is 'sneezes', the object of preposition. Still in direct syntactic relation with 'above nine', not average. Potential fail-mode-4; reviewer flag.",draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t02_i03,average,2K,noun,middle number,appropriate,NA,,routine,eligible,2,The class average improved this week.,SVO,middle-number sense forced by 'the class' + 'improved this week',,class-frame,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t02_i03,average,2K,noun,middle number,appropriate,NA,,routine,eligible,3,His test average reached eighty points.,SVO,middle-number sense forced by 'test' + 'reached eighty points',,test-frame,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t02_i03,average,2K,noun,middle number,inappropriate,b_collocation,b_collocation,routine,eligible,1,The average was above nine sneezes.,N-subj_copula_PP,average + 'sneezes' as the unit non-collocate (average score/age/temperature/cost/number standard),"note: the swapped word is 'sneezes', the object of preposition. Still in direct syntactic relation with 'above nine', not average. Potential fail-mode-4; reviewer flag.",draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t02_i03,average,2K,noun,middle number,inappropriate,b_collocation,b_collocation,routine,eligible,2,The class average eats this week.,SVO,average (-animate number) + 'eats' (+animate) violates animacy,,animate-violation,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t02_i03,average,2K,noun,middle number,inappropriate,b_collocation,b_collocation,routine,eligible,3,His test average laughed eighty points.,SVO,average (-animate) + 'laughed' requires +animate subject,,animate-violation-2,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t03_i01,circle,2K,noun,round shape,appropriate,NA,,careful,careful,1,Draw a big circle on paper.,SVO-PP,round-shape sense forced by 'draw' + 'on paper',,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t03_i01,circle,2K,noun,round shape,appropriate,NA,,careful,careful,2,She drew a small red circle.,SVO,round-shape sense forced by 'drew' + 'small red',,draw-frame,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t03_i01,circle,2K,noun,round shape,appropriate,NA,,careful,careful,3,The circle on paper was perfect.,SV-PP-copula,round-shape sense forced by 'on paper' + 'was perfect',,copula-frame,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t03_i01,circle,2K,noun,round shape,inappropriate,a_selectional,a_selectional,careful,careful,1,Draw a loud circle on paper.,SVO-PP,circle (-audible shape) + 'loud' requires +audible,,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t03_i01,circle,2K,noun,round shape,inappropriate,a_selectional,a_selectional,careful,careful,2,She drew a talking red circle.,SVO,circle (geometric) is -animate; 'talking' requires +animate modified noun,,animate-violation,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t03_i01,circle,2K,noun,round shape,inappropriate,a_selectional,a_selectional,careful,careful,3,The circle on paper was asleep.,SV-PP-copula,circle (-animate shape) cannot 'be asleep'; 'asleep' requires +animate subject,,animate-violation-2,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t03_i02,knife,2K,noun,something used to cut food,appropriate,NA,,routine,eligible,1,He cut the bread with a knife.,SVO-PP,cutting-tool sense forced by 'cut bread with',,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t03_i02,knife,2K,noun,something used to cut food,appropriate,NA,,routine,eligible,2,She sharpened the kitchen knife carefully.,SVO-adv,cutting-tool sense forced by 'sharpened' + 'kitchen' + 'carefully',,sharpen-frame,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t03_i02,knife,2K,noun,something used to cut food,appropriate,NA,,routine,eligible,3,A sharp knife lay on the table.,SV-PP,cutting-tool sense forced by 'sharp' + 'lay on the table',,lay-frame,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t03_i02,knife,2K,noun,something used to cut food,inappropriate,a_selectional,a_selectional,routine,eligible,1,He cut the bread with a happy knife.,SVO-PP,knife (-animate tool) + 'happy' (+animate),,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t03_i02,knife,2K,noun,something used to cut food,inappropriate,a_selectional,a_selectional,routine,eligible,2,She sharpened the sleepy knife carefully.,SVO-adv,knife (-animate tool) + 'sleepy' requires +animate modified noun,,animate-violation,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t03_i02,knife,2K,noun,something used to cut food,inappropriate,a_selectional,a_selectional,routine,eligible,3,A laughing knife lay on the table.,SV-PP,knife is -sentient; 'laughing' requires +sentient/+animate,,animate-violation-2,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t03_i03,justice,2K,noun,using laws fairly,appropriate,NA,,careful,eligible,1,The judge tried to bring justice.,SVO (inf V+obj),using-laws-fairly sense forced by 'judge' + 'bring',watch: 'taste justice' metaphoric idiom? Reviewer check; 'poverty tasted bitter' flagged in spec §3.4.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t03_i03,justice,2K,noun,using laws fairly,appropriate,NA,,careful,eligible,2,She fought for justice every day.,SV-PP-temporal,using-laws-fairly sense forced by 'fought for' + 'every day',synesthesia risk 'taste justice' — avoiding sensory verbs.,fight-frame,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t03_i03,justice,2K,noun,using laws fairly,appropriate,NA,,careful,eligible,3,People demand justice after the trial.,SVO-PP,using-laws-fairly sense forced by 'people demand' + 'after the trial',,demand-frame,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t03_i03,justice,2K,noun,using laws fairly,inappropriate,a_selectional,a_selectional,careful,eligible,1,The judge tried to taste justice.,SVO (inf V+obj),justice (abstract -substance) + 'taste' requires +substance,watch: 'taste justice' metaphoric idiom? Reviewer check; 'poverty tasted bitter' flagged in spec §3.4.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t03_i03,justice,2K,noun,using laws fairly,inappropriate,a_selectional,a_selectional,careful,eligible,2,She fought for edible justice every day.,SV-PP-temporal,justice (abstract) is -substance; 'edible' requires +food/+substance,,substance-violation,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t03_i03,justice,2K,noun,using laws fairly,inappropriate,a_selectional,a_selectional,careful,eligible,3,People demand sleeping justice after the trial.,SVO-PP,justice (abstract) is -animate; 'sleeping' requires +animate modified noun,,animate-violation,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t04_i01,section,2K,noun,part,appropriate,NA,,careful,careful,1,Read the last section of the book.,SVO-PP,part sense forced by 'last section of the book',could fail as selectional (section -audible). Reviewer flag.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t04_i01,section,2K,noun,part,appropriate,NA,,careful,careful,2,She read the first section carefully.,SVO-adv,part sense forced by 'read' + 'first' + 'carefully',,read-frame,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t04_i01,section,2K,noun,part,appropriate,NA,,careful,careful,3,They moved to the next section.,SV-PP,part sense forced by 'moved to the next',,move-frame,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t04_i01,section,2K,noun,part,inappropriate,b_collocation,b_collocation,careful,careful,1,Read the loud section of the book.,SVO-PP,section + 'loud' non-collocate (last/first/main/next/whole section standard),could fail as selectional (section -audible). Reviewer flag.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t04_i01,section,2K,noun,part,inappropriate,b_collocation,b_collocation,careful,careful,2,She read the sleepy first section carefully.,SVO-adv,'sleepy section' non-collocate; section modifiers: first/last/main/next/whole standard,,modifier-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t04_i01,section,2K,noun,part,inappropriate,b_collocation,b_collocation,careful,careful,3,They moved to the hungry section.,SV-PP,'hungry section' non-collocate; section modifiers are ordinal/positional,,modifier-collocate-2,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t04_i02,site,2K,noun,place,appropriate,NA,,careful,careful,1,The building site was very busy.,SVC,place sense forced by 'building' compound + 'busy',might slide to a_selectional (site -sentient). Reviewer flag.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t04_i02,site,2K,noun,place,appropriate,NA,,careful,careful,2,The workers left the construction site.,SVO,place sense forced by 'workers' + 'construction' + 'left',,leave-frame,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t04_i02,site,2K,noun,place,appropriate,NA,,careful,careful,3,Engineers inspected the new site today.,SVO-temporal,place sense forced by 'engineers inspected' + 'new' + 'today',,inspect-frame,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t04_i02,site,2K,noun,place,inappropriate,b_collocation,b_collocation,careful,careful,1,The building site was very asleep.,SVC,site + 'asleep' non-collocate (busy/new/main/construction/work site standard),might slide to a_selectional (site -sentient). Reviewer flag.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t04_i02,site,2K,noun,place,inappropriate,b_collocation,b_collocation,careful,careful,2,The workers left the sleepy construction site.,SVO,'sleepy site' non-collocate; site modifiers: construction/work/building/main standard,,modifier-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t04_i02,site,2K,noun,place,inappropriate,b_collocation,b_collocation,careful,careful,3,Engineers inspected the hungry site today.,SVO-temporal,'hungry site' non-collocate; site + function-modifier standard,,modifier-collocate-2,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t04_i03,sheet,2K,noun,something to cover a bed,appropriate,NA,,careful,careful,1,Please put a clean sheet here.,SVO,bed-cover sense forced by 'put a clean',minority-sense: sheet of paper. 'loud sheet' fails there too.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t04_i03,sheet,2K,noun,something to cover a bed,appropriate,NA,,careful,careful,2,She changed the white bed sheet.,SVO,bed-cover sense forced by 'changed' + 'white bed',minority: sheet of paper. Foil fails there.,change-frame,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t04_i03,sheet,2K,noun,something to cover a bed,appropriate,NA,,careful,careful,3,He folded the large cotton sheet.,SVO,bed-cover sense forced by 'folded' + 'large cotton',,fold-frame,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t04_i03,sheet,2K,noun,something to cover a bed,inappropriate,b_collocation,b_collocation,careful,careful,1,Please put a loud sheet here.,SVO,sheet + 'loud' non-collocate (clean/white/fresh/cotton sheet standard),minority-sense: sheet of paper. 'loud sheet' fails there too.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t04_i03,sheet,2K,noun,something to cover a bed,inappropriate,b_collocation,b_collocation,careful,careful,2,She changed the sleepy white sheet.,SVO,'sleepy sheet' non-collocate; sheet modifiers: clean/white/fresh/cotton/flat standard,,modifier-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t04_i03,sheet,2K,noun,something to cover a bed,inappropriate,b_collocation,b_collocation,careful,careful,3,He folded the hungry cotton sheet.,SVO,'hungry sheet' non-collocate; sheet + texture/color modifier standard,,modifier-collocate-2,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t05_i01,envelope,2K,noun,cover for letters,appropriate,NA,,routine,eligible,1,He sent the envelope this week.,SVO,letter-cover sense forced by 'sent',,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t05_i01,envelope,2K,noun,cover for letters,appropriate,NA,,routine,eligible,2,She opened the white paper envelope.,SVO,letter-cover sense forced by 'opened' + 'white paper',,open-frame,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t05_i01,envelope,2K,noun,cover for letters,appropriate,NA,,routine,eligible,3,A thick envelope arrived in the mail.,SV-PP,letter-cover sense forced by 'thick' + 'arrived in the mail',,arrive-frame,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t05_i01,envelope,2K,noun,cover for letters,inappropriate,a_selectional,a_selectional,routine,eligible,1,He sent the asleep envelope this week.,SVO,envelope (-sentient) + 'asleep' (+sentient/animate),,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t05_i01,envelope,2K,noun,cover for letters,inappropriate,a_selectional,a_selectional,routine,eligible,2,She opened the laughing white envelope.,SVO,envelope (-animate) + 'laughing' requires +animate modified noun,,animate-violation,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t05_i01,envelope,2K,noun,cover for letters,inappropriate,a_selectional,a_selectional,routine,eligible,3,A hungry envelope arrived in the mail.,SV-PP,envelope (-animate) + 'hungry' requires +animate head noun,,animate-violation-2,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t05_i02,cap,2K,noun,kind of hat,appropriate,NA,,careful,careful,1,He wore a blue cap outside.,SVO,hat sense forced by 'wore a blue',,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t05_i02,cap,2K,noun,kind of hat,appropriate,NA,,careful,careful,2,She wore a red baseball cap.,SVO,hat sense forced by 'wore' + 'red baseball',,baseball-frame,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t05_i02,cap,2K,noun,kind of hat,appropriate,NA,,careful,careful,3,The cap on his head fell.,SV-PP,hat sense forced by 'on his head' + 'fell',,fall-frame,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t05_i02,cap,2K,noun,kind of hat,inappropriate,a_selectional,a_selectional,careful,careful,1,He wore a talking cap outside.,SVO,cap (-animate) + 'talking' (+animate),,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t05_i02,cap,2K,noun,kind of hat,inappropriate,a_selectional,a_selectional,careful,careful,2,She wore a talking red cap.,SVO,cap (-animate hat) + 'talking' requires +animate modified noun,,animate-violation,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t05_i02,cap,2K,noun,kind of hat,inappropriate,a_selectional,a_selectional,careful,careful,3,The hungry cap on his head fell.,SV-PP,cap is -animate; 'hungry' requires +animate subject,,animate-violation-2,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t05_i03,apartment,2K,noun,place to live inside a tall building,appropriate,NA,,routine,eligible,1,They rented a small apartment downtown.,SVO,place-to-live sense forced by 'rented a small','sleeping apartment' faint compositional meaning (an apartment for sleeping)? Reviewer check.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t05_i03,apartment,2K,noun,place to live inside a tall building,appropriate,NA,,routine,eligible,2,They cleaned the small kitchen apartment.,SVO,place-to-live sense forced by 'cleaned' + 'small kitchen',,clean-frame,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t05_i03,apartment,2K,noun,place to live inside a tall building,appropriate,NA,,routine,eligible,3,My apartment is near the station.,SVC-PP,place-to-live sense forced by 'my' + 'near the station',,copula-frame,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t05_i03,apartment,2K,noun,place to live inside a tall building,inappropriate,a_selectional,a_selectional,routine,eligible,1,They rented a sleeping apartment downtown.,SVO,apartment (-animate) + 'sleeping' (+animate),'sleeping apartment' faint compositional meaning (an apartment for sleeping)? Reviewer check.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t05_i03,apartment,2K,noun,place to live inside a tall building,inappropriate,a_selectional,a_selectional,routine,eligible,2,They cleaned the talking small apartment.,SVO,apartment (-animate) + 'talking' requires +animate modified noun,,animate-violation,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t05_i03,apartment,2K,noun,place to live inside a tall building,inappropriate,a_selectional,a_selectional,routine,eligible,3,My apartment is asleep near the station.,SVC-PP,apartment (-animate) + 'asleep' requires +animate subject,,animate-violation-2,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t06_i01,wrap,2K,verb,cover tightly and completely,appropriate,NA,,routine,eligible,1,She wrapped the gift in paper.,SVO-PP,cover-tightly sense forced by obj 'gift' + 'in paper',could read as selectional (music -concrete wrap target). Reviewer flag.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t06_i01,wrap,2K,verb,cover tightly and completely,appropriate,NA,,routine,eligible,2,He wrapped his arm with bandage.,SVO-PP,cover-tightly sense forced by +human subject + 'arm' + 'with bandage',,arm-obj,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t06_i01,wrap,2K,verb,cover tightly and completely,appropriate,NA,,routine,eligible,3,She wrapped the sandwich in foil.,SVO-PP,cover-tightly sense forced by 'wrapped' + 'sandwich in foil',,sandwich-obj,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t06_i01,wrap,2K,verb,cover tightly and completely,inappropriate,b_collocation,b_collocation,routine,eligible,1,She wrapped the music in paper.,SVO-PP,wrap + direct obj 'music' non-collocate (wrap gift/box/package/present/sandwich standard),could read as selectional (music -concrete wrap target). Reviewer flag.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t06_i01,wrap,2K,verb,cover tightly and completely,inappropriate,b_collocation,b_collocation,routine,eligible,2,He wrapped his silence with bandage.,SVO-PP,'wrap silence' non-collocate; wrap + physical/tangible object standard (arm/gift/box/sandwich),,object-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t06_i01,wrap,2K,verb,cover tightly and completely,inappropriate,b_collocation,b_collocation,routine,eligible,3,She wrapped the thunder in foil.,SVO-PP,'wrap thunder' non-collocate; wrap + gift/package/sandwich/food standard,,object-collocate-2,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t06_i02,contribute,2K,verb,give to,appropriate,NA,,careful,careful,1,They contributed money to the hospital.,SVO-PP,give-to sense forced by 'money to hospital',spec example verbatim (§3.4 b1 variant).,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t06_i02,contribute,2K,verb,give to,appropriate,NA,,careful,careful,2,He contributed his time to teaching.,SVO-PP,give-to sense forced by 'contributed his time to teaching',,time-obj,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t06_i02,contribute,2K,verb,give to,appropriate,NA,,careful,careful,3,They contributed ideas at the meeting.,SVO-PP,give-to sense forced by 'contributed ideas at the meeting',,ideas-obj,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t06_i02,contribute,2K,verb,give to,inappropriate,b_collocation,b_collocation,careful,careful,1,They contributed laughter to the hospital.,SVO-PP,contribute + direct obj 'laughter' non-collocate (contribute money/time/effort/ideas/support standard),spec example verbatim (§3.4 b1 variant).,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t06_i02,contribute,2K,verb,give to,inappropriate,b_collocation,b_collocation,careful,careful,2,He contributed his thunder to teaching.,SVO-PP,'contribute thunder' non-collocate; contribute time/money/effort/ideas/support standard,,object-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t06_i02,contribute,2K,verb,give to,inappropriate,b_collocation,b_collocation,careful,careful,3,They contributed whispers at the meeting.,SVO-PP,'contribute whispers' non-collocate; contribute ideas/suggestions/money/effort standard,,object-collocate-2,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t06_i03,seek,2K,verb,look for,appropriate,NA,,routine,eligible,1,He sought advice from his father.,SVO-PP,look-for sense forced by 'advice from father',spec example verbatim (§3.4 b3).,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t06_i03,seek,2K,verb,look for,appropriate,NA,,routine,eligible,2,They sought justice after the trial.,SVO-PP,look-for sense forced by 'sought justice after the trial',,justice-obj,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t06_i03,seek,2K,verb,look for,appropriate,NA,,routine,eligible,3,She sought help from her teacher.,SVO-PP,look-for sense forced by 'sought help from her teacher',,help-obj,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t06_i03,seek,2K,verb,look for,inappropriate,b_collocation,b_collocation,routine,eligible,1,He sought laughter from his father.,SVO-PP,seek + direct obj 'laughter' non-collocate (seek advice/help/approval/justice/support standard),spec example verbatim (§3.4 b3).,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t06_i03,seek,2K,verb,look for,inappropriate,b_collocation,b_collocation,routine,eligible,2,They sought thunder after the trial.,SVO-PP,'seek thunder' non-collocate; seek justice/advice/help/approval/support standard,,object-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t06_i03,seek,2K,verb,look for,inappropriate,b_collocation,b_collocation,routine,eligible,3,She sought rainbow from her teacher.,SVO-PP,'seek rainbow' non-collocate; seek + +desirable-abstract standard (advice/help/permission),,object-collocate-2,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t07_i01,contain,2K,verb,have something inside,appropriate,NA,,routine,eligible,1,The box contains three old books.,SVO,have-inside sense forced by 'box' + countable obj,FAIL-MODE-4 risk: 'loud ideas' may drive the oddness rather than contain-ideas. Flagging prominently.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t07_i01,contain,2K,verb,have something inside,appropriate,NA,,routine,eligible,2,The drawer contained several old coins.,SVO,have-inside sense forced by +container 'drawer' + +physical obj 'coins',,drawer-subj,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t07_i01,contain,2K,verb,have something inside,appropriate,NA,,routine,eligible,3,That jar contains dry red beans.,SVO,have-inside sense forced by +container 'jar' + 'dry red beans',,jar-subj,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t07_i01,contain,2K,verb,have something inside,inappropriate,b_collocation,b_collocation,routine,eligible,1,The box contains three loud ideas.,SVO,contain + 'ideas' (+abstract) non-collocate for +physical_container subject; also 'loud ideas' unusual,FAIL-MODE-4 risk: 'loud ideas' may drive the oddness rather than contain-ideas. Flagging prominently.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t07_i01,contain,2K,verb,have something inside,inappropriate,b_collocation,b_collocation,routine,eligible,2,The drawer contained several old songs.,SVO,contain (+physical container) + 'songs' (-physical) non-collocate direct obj; contain + physical items standard,,object-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t07_i01,contain,2K,verb,have something inside,inappropriate,b_collocation,b_collocation,routine,eligible,3,That jar contains dry red whispers.,SVO,'contain whispers' non-collocate; jar contains + liquid/solid tangible items,,object-collocate-2,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t07_i02,search,2K,verb,look for,appropriate,NA,,routine,eligible,1,She searched the room for keys.,SVO-PP,look-for sense forced by 'room for keys',,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t07_i02,search,2K,verb,look for,appropriate,NA,,routine,eligible,2,Police searched the forest for clues.,SVO-PP,look-for sense forced by 'police searched' + 'forest for clues',,police-subj,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t07_i02,search,2K,verb,look for,appropriate,NA,,routine,eligible,3,He searched his bag for keys.,SVO-PP,look-for sense forced by 'searched his bag for keys',,bag-obj,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t07_i02,search,2K,verb,look for,inappropriate,b_collocation,b_collocation,routine,eligible,1,She searched the room for songs.,SVO-PP,search for + 'songs' in physical room non-collocate (search for keys/information/answers/clues/truth standard),,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t07_i02,search,2K,verb,look for,inappropriate,b_collocation,b_collocation,routine,eligible,2,Police searched the forest for whispers.,SVO-PP,'search forest for whispers' non-collocate; search for clues/evidence/missing standard,,prep-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t07_i02,search,2K,verb,look for,inappropriate,b_collocation,b_collocation,routine,eligible,3,He searched his bag for thunder.,SVO-PP,'search bag for thunder' non-collocate; search for + tangible/findable item standard,,prep-collocate-2,claude-opus-drafting-v1-2026-04-19
uvlt_2k_t07_i03,avoid,2K,verb,try not to do,appropriate,NA,,routine,eligible,1,She avoided heavy traffic every morning.,SVO-temporal,try-not-to-do sense forced by 'heavy traffic' + habitual,,draft-v1,claude-opus-drafting-v1-2026-04-19
