group_id,item_id,target_word,target_level,target_POS,tested_sense_desc,condition,foil_type,foil_subtype,review_priority,candidate_id,approach_label,sentence_text,syntactic_frame,rationale,known_risks,r1_q1,r1_q2,r1_q3,r1_q4,r1_notes,r2_q1,r2_q2,r2_q3,r2_q4,r2_notes,r1_best_candidate,r1_blend_spec,r1_group_notes,r2_best_candidate,r2_blend_spec,r2_group_notes,adjudication_final_candidate,adjudication_notes
uvlt_2k_t01_i02_inapp,uvlt_2k_t01_i02,coach,2K,noun,person who trains members of sports teams,inappropriate,a_selectional,a_selectional,careful,1,draft-v1,The coach swallowed every young player today.,SVO-temporal,coach (+human trainer) + 'swallowed' (+ingestion) violates the agent-action compatibility; coaches praise/train/teach/encourage/criticize players,"iteration 2 — human subject retained, violation relocated onto main verb.",,,,,,,,,,,,,,,,,,
uvlt_2k_t01_i02_inapp,uvlt_2k_t01_i02,coach,2K,noun,person who trains members of sports teams,inappropriate,a_selectional,a_selectional,careful,2,substance-violation,Our coach melted the young players.,SVO,coach (+human) + 'melted' (+substance process) violates agent selection; +human cannot melt an object in this sense,,,,,,,,,,,,,,,,,,,
uvlt_2k_t01_i02_inapp,uvlt_2k_t01_i02,coach,2K,noun,person who trains members of sports teams,inappropriate,a_selectional,a_selectional,careful,3,material-violation,The soccer coach rusted clear instructions.,SVO,coach (+human agent) + 'rusted' (material oxidation) violates agent-action compatibility,,,,,,,,,,,,,,,,,,,
uvlt_2k_t01_i03_app,uvlt_2k_t01_i03,weed,2K,noun,unwanted plant,appropriate,NA,,routine,1,draft-v1,The gardener pulled some tall weeds.,SVO,unwanted-plant sense forced by 'gardener pulled',,,,,,,,,,,,,,,,,,,
uvlt_2k_t01_i03_app,uvlt_2k_t01_i03,weed,2K,noun,unwanted plant,appropriate,NA,,routine,2,remove-verb,Farmers removed the tall dry weeds.,SVO,unwanted-plant sense forced by 'farmers' + 'tall dry',,,,,,,,,,,,,,,,,,,
uvlt_2k_t01_i03_app,uvlt_2k_t01_i03,weed,2K,noun,unwanted plant,appropriate,NA,,routine,3,subject-frame,Tall weeds covered the small field.,SVO,unwanted-plant sense forced by 'tall' + 'covered the field',,,,,,,,,,,,,,,,,,,
uvlt_2k_t01_i03_inapp,uvlt_2k_t01_i03,weed,2K,noun,unwanted plant,inappropriate,a_selectional,a_selectional,routine,1,draft-v1,The gardener pulled some happy weeds.,SVO,weed (plant -sentient) + 'happy' (+sentient),,,,,,,,,,,,,,,,,,,
uvlt_2k_t01_i03_inapp,uvlt_2k_t01_i03,weed,2K,noun,unwanted plant,inappropriate,a_selectional,a_selectional,routine,2,animate-violation,Farmers removed the laughing dry weeds.,SVO,weed (-sentient plant) + 'laughing' requires +sentient/+animate,,,,,,,,,,,,,,,,,,,
uvlt_2k_t01_i03_inapp,uvlt_2k_t01_i03,weed,2K,noun,unwanted plant,inappropriate,a_selectional,a_selectional,routine,3,animate-violation-2,Sleepy weeds covered the small field.,SVO,weed (plant) is -sentient; 'sleepy' requires +animate modified noun,,,,,,,,,,,,,,,,,,,
uvlt_2k_t02_i01_app,uvlt_2k_t02_i01,vegetable,2K,noun,food grown in gardens,appropriate,NA,,routine,1,draft-v1,We grew fresh vegetables every year.,SVO,food-from-garden sense forced by 'grew' + 'fresh',could slide to a_selectional (vegetables -animate). Labeled b per input; reviewer flag.,,,,,,,,,,,,,,,,,,
uvlt_2k_t02_i01_app,uvlt_2k_t02_i01,vegetable,2K,noun,food grown in gardens,appropriate,NA,,routine,2,buy-frame,She bought some fresh green vegetables.,SVO,food-from-garden sense forced by 'bought' + 'fresh green',,,,,,,,,,,,,,,,,,,
uvlt_2k_t02_i01_app,uvlt_2k_t02_i01,vegetable,2K,noun,food grown in gardens,appropriate,NA,,routine,3,eat-frame,Children must eat their daily vegetables.,SVO,food-from-garden sense forced by 'children must eat their daily',,,,,,,,,,,,,,,,,,,
uvlt_2k_t02_i01_inapp,uvlt_2k_t02_i01,vegetable,2K,noun,food grown in gardens,inappropriate,b_collocation,b_collocation,routine,1,draft-v1,We grew angry vegetables every year.,SVO,vegetable + 'angry' modifier non-collocate (fresh/frozen/green/cooked vegetables standard),could slide to a_selectional (vegetables -animate). Labeled b per input; reviewer flag.,,,,,,,,,,,,,,,,,,
uvlt_2k_t02_i01_inapp,uvlt_2k_t02_i01,vegetable,2K,noun,food grown in gardens,inappropriate,b_collocation,b_collocation,routine,2,modifier-collocate,She bought some fresh musical vegetables.,SVO,'musical vegetables' non-collocate (fresh/green/cooked/frozen/organic standard),,,,,,,,,,,,,,,,,,,
uvlt_2k_t02_i01_inapp,uvlt_2k_t02_i01,vegetable,2K,noun,food grown in gardens,inappropriate,b_collocation,b_collocation,routine,3,modifier-collocate-2,Children must eat their sleepy vegetables.,SVO,'sleepy vegetables' non-collocate; vegetable modifiers: fresh/raw/green/steamed/roasted standard,,,,,,,,,,,,,,,,,,,
uvlt_2k_t02_i02_app,uvlt_2k_t02_i02,knowledge,2K,noun,information which a person has,appropriate,NA,,routine,1,draft-v1,His knowledge of history is deep.,N-subj_copula_AdjP,information sense forced by 'of history' + 'deep',,,,,,,,,,,,,,,,,,,
uvlt_2k_t02_i02_app,uvlt_2k_t02_i02,knowledge,2K,noun,information which a person has,appropriate,NA,,routine,2,math-domain,Her knowledge of math is broad.,N-subj_copula_AdjP,information sense forced by 'of math' + 'broad',,,,,,,,,,,,,,,,,,,
uvlt_2k_t02_i02_app,uvlt_2k_t02_i02,knowledge,2K,noun,information which a person has,appropriate,NA,,routine,3,share-frame,He shared useful knowledge with us.,SVO-PP,information sense forced by 'shared' + 'useful' + 'with us',,,,,,,,,,,,,,,,,,,
uvlt_2k_t02_i02_inapp,uvlt_2k_t02_i02,knowledge,2K,noun,information which a person has,inappropriate,b_collocation,b_collocation,routine,1,draft-v1,His knowledge of history is pink.,N-subj_copula_AdjP,knowledge + 'pink' non-collocate (deep/broad/basic/limited/general knowledge standard),,,,,,,,,,,,,,,,,,,
uvlt_2k_t02_i02_inapp,uvlt_2k_t02_i02,knowledge,2K,noun,information which a person has,inappropriate,b_collocation,b_collocation,routine,2,modifier-collocate,Her knowledge of math is crunchy.,N-subj_copula_AdjP,'crunchy knowledge' non-collocate; knowledge modifiers: deep/broad/basic/limited/general standard,,,,,,,,,,,,,,,,,,,
uvlt_2k_t02_i02_inapp,uvlt_2k_t02_i02,knowledge,2K,noun,information which a person has,inappropriate,b_collocation,b_collocation,routine,3,modifier-collocate-2,He shared crunchy knowledge with us.,SVO-PP,'crunchy knowledge' non-collocate; share + deep/broad/useful knowledge standard,,,,,,,,,,,,,,,,,,,
uvlt_2k_t02_i03_app,uvlt_2k_t02_i03,average,2K,noun,middle number,appropriate,NA,,routine,1,draft-v1,The average was above nine points.,N-subj_copula_PP,middle-number sense forced by 'above nine' + 'points',"note: the swapped word is 'sneezes', the object of preposition. Still in direct syntactic relation with 'above nine', not average. Potential fail-mode-4; reviewer flag.",,,,,,,,,,,,,,,,,,
uvlt_2k_t02_i03_app,uvlt_2k_t02_i03,average,2K,noun,middle number,appropriate,NA,,routine,2,class-frame,The class average improved this week.,SVO,middle-number sense forced by 'the class' + 'improved this week',,,,,,,,,,,,,,,,,,,
uvlt_2k_t02_i03_app,uvlt_2k_t02_i03,average,2K,noun,middle number,appropriate,NA,,routine,3,test-frame,His test average reached eighty points.,SVO,middle-number sense forced by 'test' + 'reached eighty points',,,,,,,,,,,,,,,,,,,
uvlt_2k_t02_i03_inapp,uvlt_2k_t02_i03,average,2K,noun,middle number,inappropriate,b_collocation,b_collocation,routine,1,draft-v1,The average was above nine sneezes.,N-subj_copula_PP,average + 'sneezes' as the unit non-collocate (average score/age/temperature/cost/number standard),"note: the swapped word is 'sneezes', the object of preposition. Still in direct syntactic relation with 'above nine', not average. Potential fail-mode-4; reviewer flag.",,,,,,,,,,,,,,,,,,
uvlt_2k_t02_i03_inapp,uvlt_2k_t02_i03,average,2K,noun,middle number,inappropriate,b_collocation,b_collocation,routine,2,animate-violation,The class average eats this week.,SVO,average (-animate number) + 'eats' (+animate) violates animacy,,,,,,,,,,,,,,,,,,,
uvlt_2k_t02_i03_inapp,uvlt_2k_t02_i03,average,2K,noun,middle number,inappropriate,b_collocation,b_collocation,routine,3,animate-violation-2,His test average laughed eighty points.,SVO,average (-animate) + 'laughed' requires +animate subject,,,,,,,,,,,,,,,,,,,
uvlt_2k_t03_i01_app,uvlt_2k_t03_i01,circle,2K,noun,round shape,appropriate,NA,,careful,1,draft-v1,Draw a big circle on paper.,SVO-PP,round-shape sense forced by 'draw' + 'on paper',,,,,,,,,,,,,,,,,,,
uvlt_2k_t03_i01_app,uvlt_2k_t03_i01,circle,2K,noun,round shape,appropriate,NA,,careful,2,draw-frame,She drew a small red circle.,SVO,round-shape sense forced by 'drew' + 'small red',,,,,,,,,,,,,,,,,,,
uvlt_2k_t03_i01_app,uvlt_2k_t03_i01,circle,2K,noun,round shape,appropriate,NA,,careful,3,copula-frame,The circle on paper was perfect.,SV-PP-copula,round-shape sense forced by 'on paper' + 'was perfect',,,,,,,,,,,,,,,,,,,
uvlt_2k_t03_i01_inapp,uvlt_2k_t03_i01,circle,2K,noun,round shape,inappropriate,a_selectional,a_selectional,careful,1,draft-v1,Draw a loud circle on paper.,SVO-PP,circle (-audible shape) + 'loud' requires +audible,,,,,,,,,,,,,,,,,,,
uvlt_2k_t03_i01_inapp,uvlt_2k_t03_i01,circle,2K,noun,round shape,inappropriate,a_selectional,a_selectional,careful,2,animate-violation,She drew a talking red circle.,SVO,circle (geometric) is -animate; 'talking' requires +animate modified noun,,,,,,,,,,,,,,,,,,,
uvlt_2k_t03_i01_inapp,uvlt_2k_t03_i01,circle,2K,noun,round shape,inappropriate,a_selectional,a_selectional,careful,3,animate-violation-2,The circle on paper was asleep.,SV-PP-copula,circle (-animate shape) cannot 'be asleep'; 'asleep' requires +animate subject,,,,,,,,,,,,,,,,,,,
uvlt_2k_t03_i02_app,uvlt_2k_t03_i02,knife,2K,noun,something used to cut food,appropriate,NA,,routine,1,draft-v1,He cut the bread with a knife.,SVO-PP,cutting-tool sense forced by 'cut bread with',,,,,,,,,,,,,,,,,,,
uvlt_2k_t03_i02_app,uvlt_2k_t03_i02,knife,2K,noun,something used to cut food,appropriate,NA,,routine,2,sharpen-frame,She sharpened the kitchen knife carefully.,SVO-adv,cutting-tool sense forced by 'sharpened' + 'kitchen' + 'carefully',,,,,,,,,,,,,,,,,,,
uvlt_2k_t03_i02_app,uvlt_2k_t03_i02,knife,2K,noun,something used to cut food,appropriate,NA,,routine,3,lay-frame,A sharp knife lay on the table.,SV-PP,cutting-tool sense forced by 'sharp' + 'lay on the table',,,,,,,,,,,,,,,,,,,
uvlt_2k_t03_i02_inapp,uvlt_2k_t03_i02,knife,2K,noun,something used to cut food,inappropriate,a_selectional,a_selectional,routine,1,draft-v1,He cut the bread with a happy knife.,SVO-PP,knife (-animate tool) + 'happy' (+animate),,,,,,,,,,,,,,,,,,,
uvlt_2k_t03_i02_inapp,uvlt_2k_t03_i02,knife,2K,noun,something used to cut food,inappropriate,a_selectional,a_selectional,routine,2,animate-violation,She sharpened the sleepy knife carefully.,SVO-adv,knife (-animate tool) + 'sleepy' requires +animate modified noun,,,,,,,,,,,,,,,,,,,
uvlt_2k_t03_i02_inapp,uvlt_2k_t03_i02,knife,2K,noun,something used to cut food,inappropriate,a_selectional,a_selectional,routine,3,animate-violation-2,A laughing knife lay on the table.,SV-PP,knife is -sentient; 'laughing' requires +sentient/+animate,,,,,,,,,,,,,,,,,,,
uvlt_2k_t03_i03_app,uvlt_2k_t03_i03,justice,2K,noun,using laws fairly,appropriate,NA,,careful,1,draft-v1,The judge tried to bring justice.,SVO (inf V+obj),using-laws-fairly sense forced by 'judge' + 'bring',watch: 'taste justice' metaphoric idiom? Reviewer check; 'poverty tasted bitter' flagged in spec §3.4.,,,,,,,,,,,,,,,,,,
uvlt_2k_t03_i03_app,uvlt_2k_t03_i03,justice,2K,noun,using laws fairly,appropriate,NA,,careful,2,fight-frame,She fought for justice every day.,SV-PP-temporal,using-laws-fairly sense forced by 'fought for' + 'every day',synesthesia risk 'taste justice' — avoiding sensory verbs.,,,,,,,,,,,,,,,,,,
uvlt_2k_t03_i03_app,uvlt_2k_t03_i03,justice,2K,noun,using laws fairly,appropriate,NA,,careful,3,demand-frame,People demand justice after the trial.,SVO-PP,using-laws-fairly sense forced by 'people demand' + 'after the trial',,,,,,,,,,,,,,,,,,,
uvlt_2k_t03_i03_inapp,uvlt_2k_t03_i03,justice,2K,noun,using laws fairly,inappropriate,a_selectional,a_selectional,careful,1,draft-v1,The judge tried to taste justice.,SVO (inf V+obj),justice (abstract -substance) + 'taste' requires +substance,watch: 'taste justice' metaphoric idiom? Reviewer check; 'poverty tasted bitter' flagged in spec §3.4.,,,,,,,,,,,,,,,,,,
uvlt_2k_t03_i03_inapp,uvlt_2k_t03_i03,justice,2K,noun,using laws fairly,inappropriate,a_selectional,a_selectional,careful,2,substance-violation,She fought for edible justice every day.,SV-PP-temporal,justice (abstract) is -substance; 'edible' requires +food/+substance,,,,,,,,,,,,,,,,,,,
uvlt_2k_t03_i03_inapp,uvlt_2k_t03_i03,justice,2K,noun,using laws fairly,inappropriate,a_selectional,a_selectional,careful,3,animate-violation,People demand sleeping justice after the trial.,SVO-PP,justice (abstract) is -animate; 'sleeping' requires +animate modified noun,,,,,,,,,,,,,,,,,,,
uvlt_2k_t04_i01_app,uvlt_2k_t04_i01,section,2K,noun,part,appropriate,NA,,careful,1,draft-v1,Read the last section of the book.,SVO-PP,part sense forced by 'last section of the book',could fail as selectional (section -audible). Reviewer flag.,,,,,,,,,,,,,,,,,,
uvlt_2k_t04_i01_app,uvlt_2k_t04_i01,section,2K,noun,part,appropriate,NA,,careful,2,read-frame,She read the first section carefully.,SVO-adv,part sense forced by 'read' + 'first' + 'carefully',,,,,,,,,,,,,,,,,,,
uvlt_2k_t04_i01_app,uvlt_2k_t04_i01,section,2K,noun,part,appropriate,NA,,careful,3,move-frame,They moved to the next section.,SV-PP,part sense forced by 'moved to the next',,,,,,,,,,,,,,,,,,,
uvlt_2k_t04_i01_inapp,uvlt_2k_t04_i01,section,2K,noun,part,inappropriate,b_collocation,b_collocation,careful,1,draft-v1,Read the loud section of the book.,SVO-PP,section + 'loud' non-collocate (last/first/main/next/whole section standard),could fail as selectional (section -audible). Reviewer flag.,,,,,,,,,,,,,,,,,,
uvlt_2k_t04_i01_inapp,uvlt_2k_t04_i01,section,2K,noun,part,inappropriate,b_collocation,b_collocation,careful,2,modifier-collocate,She read the sleepy first section carefully.,SVO-adv,'sleepy section' non-collocate; section modifiers: first/last/main/next/whole standard,,,,,,,,,,,,,,,,,,,
uvlt_2k_t04_i01_inapp,uvlt_2k_t04_i01,section,2K,noun,part,inappropriate,b_collocation,b_collocation,careful,3,modifier-collocate-2,They moved to the hungry section.,SV-PP,'hungry section' non-collocate; section modifiers are ordinal/positional,,,,,,,,,,,,,,,,,,,
uvlt_2k_t04_i02_app,uvlt_2k_t04_i02,site,2K,noun,place,appropriate,NA,,careful,1,draft-v1,The building site was very busy.,SVC,place sense forced by 'building' compound + 'busy',might slide to a_selectional (site -sentient). Reviewer flag.,,,,,,,,,,,,,,,,,,
uvlt_2k_t04_i02_app,uvlt_2k_t04_i02,site,2K,noun,place,appropriate,NA,,careful,2,leave-frame,The workers left the construction site.,SVO,place sense forced by 'workers' + 'construction' + 'left',,,,,,,,,,,,,,,,,,,
uvlt_2k_t04_i02_app,uvlt_2k_t04_i02,site,2K,noun,place,appropriate,NA,,careful,3,inspect-frame,Engineers inspected the new site today.,SVO-temporal,place sense forced by 'engineers inspected' + 'new' + 'today',,,,,,,,,,,,,,,,,,,
uvlt_2k_t04_i02_inapp,uvlt_2k_t04_i02,site,2K,noun,place,inappropriate,b_collocation,b_collocation,careful,1,draft-v1,The building site was very asleep.,SVC,site + 'asleep' non-collocate (busy/new/main/construction/work site standard),might slide to a_selectional (site -sentient). Reviewer flag.,,,,,,,,,,,,,,,,,,
uvlt_2k_t04_i02_inapp,uvlt_2k_t04_i02,site,2K,noun,place,inappropriate,b_collocation,b_collocation,careful,2,modifier-collocate,The workers left the sleepy construction site.,SVO,'sleepy site' non-collocate; site modifiers: construction/work/building/main standard,,,,,,,,,,,,,,,,,,,
uvlt_2k_t04_i02_inapp,uvlt_2k_t04_i02,site,2K,noun,place,inappropriate,b_collocation,b_collocation,careful,3,modifier-collocate-2,Engineers inspected the hungry site today.,SVO-temporal,'hungry site' non-collocate; site + function-modifier standard,,,,,,,,,,,,,,,,,,,
uvlt_2k_t04_i03_app,uvlt_2k_t04_i03,sheet,2K,noun,something to cover a bed,appropriate,NA,,careful,1,draft-v1,Please put a clean sheet here.,SVO,bed-cover sense forced by 'put a clean',minority-sense: sheet of paper. 'loud sheet' fails there too.,,,,,,,,,,,,,,,,,,
uvlt_2k_t04_i03_app,uvlt_2k_t04_i03,sheet,2K,noun,something to cover a bed,appropriate,NA,,careful,2,change-frame,She changed the white bed sheet.,SVO,bed-cover sense forced by 'changed' + 'white bed',minority: sheet of paper. Foil fails there.,,,,,,,,,,,,,,,,,,
uvlt_2k_t04_i03_app,uvlt_2k_t04_i03,sheet,2K,noun,something to cover a bed,appropriate,NA,,careful,3,fold-frame,He folded the large cotton sheet.,SVO,bed-cover sense forced by 'folded' + 'large cotton',,,,,,,,,,,,,,,,,,,
uvlt_2k_t04_i03_inapp,uvlt_2k_t04_i03,sheet,2K,noun,something to cover a bed,inappropriate,b_collocation,b_collocation,careful,1,draft-v1,Please put a loud sheet here.,SVO,sheet + 'loud' non-collocate (clean/white/fresh/cotton sheet standard),minority-sense: sheet of paper. 'loud sheet' fails there too.,,,,,,,,,,,,,,,,,,
uvlt_2k_t04_i03_inapp,uvlt_2k_t04_i03,sheet,2K,noun,something to cover a bed,inappropriate,b_collocation,b_collocation,careful,2,modifier-collocate,She changed the sleepy white sheet.,SVO,'sleepy sheet' non-collocate; sheet modifiers: clean/white/fresh/cotton/flat standard,,,,,,,,,,,,,,,,,,,
uvlt_2k_t04_i03_inapp,uvlt_2k_t04_i03,sheet,2K,noun,something to cover a bed,inappropriate,b_collocation,b_collocation,careful,3,modifier-collocate-2,He folded the hungry cotton sheet.,SVO,'hungry sheet' non-collocate; sheet + texture/color modifier standard,,,,,,,,,,,,,,,,,,,
uvlt_2k_t05_i01_app,uvlt_2k_t05_i01,envelope,2K,noun,cover for letters,appropriate,NA,,routine,1,draft-v1,He sent the envelope this week.,SVO,letter-cover sense forced by 'sent',,,,,,,,,,,,,,,,,,,
uvlt_2k_t05_i01_app,uvlt_2k_t05_i01,envelope,2K,noun,cover for letters,appropriate,NA,,routine,2,open-frame,She opened the white paper envelope.,SVO,letter-cover sense forced by 'opened' + 'white paper',,,,,,,,,,,,,,,,,,,
uvlt_2k_t05_i01_app,uvlt_2k_t05_i01,envelope,2K,noun,cover for letters,appropriate,NA,,routine,3,arrive-frame,A thick envelope arrived in the mail.,SV-PP,letter-cover sense forced by 'thick' + 'arrived in the mail',,,,,,,,,,,,,,,,,,,
uvlt_2k_t05_i01_inapp,uvlt_2k_t05_i01,envelope,2K,noun,cover for letters,inappropriate,a_selectional,a_selectional,routine,1,draft-v1,He sent the asleep envelope this week.,SVO,envelope (-sentient) + 'asleep' (+sentient/animate),,,,,,,,,,,,,,,,,,,
uvlt_2k_t05_i01_inapp,uvlt_2k_t05_i01,envelope,2K,noun,cover for letters,inappropriate,a_selectional,a_selectional,routine,2,animate-violation,She opened the laughing white envelope.,SVO,envelope (-animate) + 'laughing' requires +animate modified noun,,,,,,,,,,,,,,,,,,,
uvlt_2k_t05_i01_inapp,uvlt_2k_t05_i01,envelope,2K,noun,cover for letters,inappropriate,a_selectional,a_selectional,routine,3,animate-violation-2,A hungry envelope arrived in the mail.,SV-PP,envelope (-animate) + 'hungry' requires +animate head noun,,,,,,,,,,,,,,,,,,,
uvlt_2k_t05_i02_app,uvlt_2k_t05_i02,cap,2K,noun,kind of hat,appropriate,NA,,careful,1,draft-v1,He wore a blue cap outside.,SVO,hat sense forced by 'wore a blue',,,,,,,,,,,,,,,,,,,
uvlt_2k_t05_i02_app,uvlt_2k_t05_i02,cap,2K,noun,kind of hat,appropriate,NA,,careful,2,baseball-frame,She wore a red baseball cap.,SVO,hat sense forced by 'wore' + 'red baseball',,,,,,,,,,,,,,,,,,,
uvlt_2k_t05_i02_app,uvlt_2k_t05_i02,cap,2K,noun,kind of hat,appropriate,NA,,careful,3,fall-frame,The cap on his head fell.,SV-PP,hat sense forced by 'on his head' + 'fell',,,,,,,,,,,,,,,,,,,
uvlt_2k_t05_i02_inapp,uvlt_2k_t05_i02,cap,2K,noun,kind of hat,inappropriate,a_selectional,a_selectional,careful,1,draft-v1,He wore a talking cap outside.,SVO,cap (-animate) + 'talking' (+animate),,,,,,,,,,,,,,,,,,,
uvlt_2k_t05_i02_inapp,uvlt_2k_t05_i02,cap,2K,noun,kind of hat,inappropriate,a_selectional,a_selectional,careful,2,animate-violation,She wore a talking red cap.,SVO,cap (-animate hat) + 'talking' requires +animate modified noun,,,,,,,,,,,,,,,,,,,
uvlt_2k_t05_i02_inapp,uvlt_2k_t05_i02,cap,2K,noun,kind of hat,inappropriate,a_selectional,a_selectional,careful,3,animate-violation-2,The hungry cap on his head fell.,SV-PP,cap is -animate; 'hungry' requires +animate subject,,,,,,,,,,,,,,,,,,,
uvlt_2k_t05_i03_app,uvlt_2k_t05_i03,apartment,2K,noun,place to live inside a tall building,appropriate,NA,,routine,1,draft-v1,They rented a small apartment downtown.,SVO,place-to-live sense forced by 'rented a small','sleeping apartment' faint compositional meaning (an apartment for sleeping)? Reviewer check.,,,,,,,,,,,,,,,,,,
uvlt_2k_t05_i03_app,uvlt_2k_t05_i03,apartment,2K,noun,place to live inside a tall building,appropriate,NA,,routine,2,clean-frame,They cleaned the small kitchen apartment.,SVO,place-to-live sense forced by 'cleaned' + 'small kitchen',,,,,,,,,,,,,,,,,,,
uvlt_2k_t05_i03_app,uvlt_2k_t05_i03,apartment,2K,noun,place to live inside a tall building,appropriate,NA,,routine,3,copula-frame,My apartment is near the station.,SVC-PP,place-to-live sense forced by 'my' + 'near the station',,,,,,,,,,,,,,,,,,,
uvlt_2k_t05_i03_inapp,uvlt_2k_t05_i03,apartment,2K,noun,place to live inside a tall building,inappropriate,a_selectional,a_selectional,routine,1,draft-v1,They rented a sleeping apartment downtown.,SVO,apartment (-animate) + 'sleeping' (+animate),'sleeping apartment' faint compositional meaning (an apartment for sleeping)? Reviewer check.,,,,,,,,,,,,,,,,,,
uvlt_2k_t05_i03_inapp,uvlt_2k_t05_i03,apartment,2K,noun,place to live inside a tall building,inappropriate,a_selectional,a_selectional,routine,2,animate-violation,They cleaned the talking small apartment.,SVO,apartment (-animate) + 'talking' requires +animate modified noun,,,,,,,,,,,,,,,,,,,
uvlt_2k_t05_i03_inapp,uvlt_2k_t05_i03,apartment,2K,noun,place to live inside a tall building,inappropriate,a_selectional,a_selectional,routine,3,animate-violation-2,My apartment is asleep near the station.,SVC-PP,apartment (-animate) + 'asleep' requires +animate subject,,,,,,,,,,,,,,,,,,,
uvlt_2k_t06_i01_app,uvlt_2k_t06_i01,wrap,2K,verb,cover tightly and completely,appropriate,NA,,routine,1,draft-v1,She wrapped the gift in paper.,SVO-PP,cover-tightly sense forced by obj 'gift' + 'in paper',could read as selectional (music -concrete wrap target). Reviewer flag.,,,,,,,,,,,,,,,,,,
uvlt_2k_t06_i01_app,uvlt_2k_t06_i01,wrap,2K,verb,cover tightly and completely,appropriate,NA,,routine,2,arm-obj,He wrapped his arm with bandage.,SVO-PP,cover-tightly sense forced by +human subject + 'arm' + 'with bandage',,,,,,,,,,,,,,,,,,,
uvlt_2k_t06_i01_app,uvlt_2k_t06_i01,wrap,2K,verb,cover tightly and completely,appropriate,NA,,routine,3,sandwich-obj,She wrapped the sandwich in foil.,SVO-PP,cover-tightly sense forced by 'wrapped' + 'sandwich in foil',,,,,,,,,,,,,,,,,,,
uvlt_2k_t06_i01_inapp,uvlt_2k_t06_i01,wrap,2K,verb,cover tightly and completely,inappropriate,b_collocation,b_collocation,routine,1,draft-v1,She wrapped the music in paper.,SVO-PP,wrap + direct obj 'music' non-collocate (wrap gift/box/package/present/sandwich standard),could read as selectional (music -concrete wrap target). Reviewer flag.,,,,,,,,,,,,,,,,,,
uvlt_2k_t06_i01_inapp,uvlt_2k_t06_i01,wrap,2K,verb,cover tightly and completely,inappropriate,b_collocation,b_collocation,routine,2,object-collocate,He wrapped his silence with bandage.,SVO-PP,'wrap silence' non-collocate; wrap + physical/tangible object standard (arm/gift/box/sandwich),,,,,,,,,,,,,,,,,,,
uvlt_2k_t06_i01_inapp,uvlt_2k_t06_i01,wrap,2K,verb,cover tightly and completely,inappropriate,b_collocation,b_collocation,routine,3,object-collocate-2,She wrapped the thunder in foil.,SVO-PP,'wrap thunder' non-collocate; wrap + gift/package/sandwich/food standard,,,,,,,,,,,,,,,,,,,
uvlt_2k_t06_i02_app,uvlt_2k_t06_i02,contribute,2K,verb,give to,appropriate,NA,,careful,1,draft-v1,They contributed money to the hospital.,SVO-PP,give-to sense forced by 'money to hospital',spec example verbatim (§3.4 b1 variant).,,,,,,,,,,,,,,,,,,
uvlt_2k_t06_i02_app,uvlt_2k_t06_i02,contribute,2K,verb,give to,appropriate,NA,,careful,2,time-obj,He contributed his time to teaching.,SVO-PP,give-to sense forced by 'contributed his time to teaching',,,,,,,,,,,,,,,,,,,
uvlt_2k_t06_i02_app,uvlt_2k_t06_i02,contribute,2K,verb,give to,appropriate,NA,,careful,3,ideas-obj,They contributed ideas at the meeting.,SVO-PP,give-to sense forced by 'contributed ideas at the meeting',,,,,,,,,,,,,,,,,,,
uvlt_2k_t06_i02_inapp,uvlt_2k_t06_i02,contribute,2K,verb,give to,inappropriate,b_collocation,b_collocation,careful,1,draft-v1,They contributed laughter to the hospital.,SVO-PP,contribute + direct obj 'laughter' non-collocate (contribute money/time/effort/ideas/support standard),spec example verbatim (§3.4 b1 variant).,,,,,,,,,,,,,,,,,,
uvlt_2k_t06_i02_inapp,uvlt_2k_t06_i02,contribute,2K,verb,give to,inappropriate,b_collocation,b_collocation,careful,2,object-collocate,He contributed his thunder to teaching.,SVO-PP,'contribute thunder' non-collocate; contribute time/money/effort/ideas/support standard,,,,,,,,,,,,,,,,,,,
uvlt_2k_t06_i02_inapp,uvlt_2k_t06_i02,contribute,2K,verb,give to,inappropriate,b_collocation,b_collocation,careful,3,object-collocate-2,They contributed whispers at the meeting.,SVO-PP,'contribute whispers' non-collocate; contribute ideas/suggestions/money/effort standard,,,,,,,,,,,,,,,,,,,
uvlt_2k_t06_i03_app,uvlt_2k_t06_i03,seek,2K,verb,look for,appropriate,NA,,routine,1,draft-v1,He sought advice from his father.,SVO-PP,look-for sense forced by 'advice from father',spec example verbatim (§3.4 b3).,,,,,,,,,,,,,,,,,,
uvlt_2k_t06_i03_app,uvlt_2k_t06_i03,seek,2K,verb,look for,appropriate,NA,,routine,2,justice-obj,They sought justice after the trial.,SVO-PP,look-for sense forced by 'sought justice after the trial',,,,,,,,,,,,,,,,,,,
uvlt_2k_t06_i03_app,uvlt_2k_t06_i03,seek,2K,verb,look for,appropriate,NA,,routine,3,help-obj,She sought help from her teacher.,SVO-PP,look-for sense forced by 'sought help from her teacher',,,,,,,,,,,,,,,,,,,
